Casenumer,Jurisdiction,Question,Summary
461540,Sociaal Verzekeringsrecht - (overig),Reactie via formulier op jurofoon.nl,"In verband met arbeidsongeschiktheid ontvang ik een WIA-uitkering sinds jan-11.  Via mijn werkgever ben ik verzekerd voor een WIA-excedentverzekering. Deze bestaat o.a. uit een deel waarbij ik 10% van mijn inkomen heb verzekerd.  Op het moment van mijn eerste ziektedag (jan-08) was ik verzekerd bij Nationale Nederlanden, bij hen zou ik dus ook kunnen claimen.  Mijn werkgever heeft van NN te horen gekregen dat het waarschijnlijk te laat is om te claimen. Volgens NN moet er binnen een jaar na het schademoment geclaimd worden.  Weet u wat de vervaltermijn van een claim is en wat er onder schademoment verstaan wordt?  Mijn inziens is het schademoment het moment waarop ik een WIA-uitkering krijg (jan-11). ""Normaal"" krijgt men na 2 jaar een WIA-uitkering, in mijn geval is dat een jaar later, aangezien mijn werkgever in jan-10 een jaar loonsanctie van het UWV opgelegd heeft gekregen.  Mocht de termijn om te claimen inderdaad vervallen zijn, kan ik mijn werkgever hier dan verantwoordelijk voor stellen? Ik was immers via mijn werkgever verzekerd, en daarnaast heb ik meerdere malen, vanaf jan-11, gevraagd te claimen bij NN, aangezien de werkgever dit moet doen, als werknemer kan je niet claimen."
461609,Personen- en familierecht - Echtscheiding,Reactie via formulier op jurofoon.nl,"Mijn ex partner zoekt allerlei manieren om minder alimentatie te betalen, terwijl het al niet veel is.   Nu heeft hij een advocaat toegewezen gekregen en vaak gebruik van gemaakt. Maar het punt is dat meneer regelmatig zwart werkt en dus veel meer verdient dan hij aangeeft. Ik wil daar niets van hebben maar ik vind het oneerlikjk dat hij mij mar steeds rechtzaken kan aanspannen, terwijl ik het wel zelf moet betalen omdat ik wel eerlijk aangifte doe van mij n inkomen."
461615,Sociaal Verzekeringsrecht - (overig),Reactie via formulier op jurofoon.nl,"Bij onze instantie (Sensire maatschappelijk werk) heeft zich een client aangemeld die een uitkering nodig heeft.   Haar man is overleden, maar hij was met de VUT. Van dit geld heeft mevrouw nooit iets gezien. Mw. heeft een huis dat te koop staat, via de bank heeft ze (d.m.v. haar huis) al geld ontvangen, dit potje is nu leeg.  Omdat mw. in 1950 is geboren zou ze geen recht hebben op een weduwenuitkering.    Kunt u mij vertellen op welke uitkering mw. recht heeft en waar ze hiervoor moet aankloppen?    Mvg.  Lianne Paalman"
461624,Personen- en familierecht - Echtscheiding,Reactie via formulier op jurofoon.nl,echtscheiding wat kost dat bij jullie.eenvoudig
461638,Huurrecht - Huurzaken particulieren,Reactie via formulier op jurofoon.nl,"Geachte dames en heren,    Sinds enkele maanden zijn er in mijn huurwoning problemen met een raam en met de ventilatie in de badkamer (werkt niet). Ik heb emails gestuurt naar de verhuurder en gebelt, maar hij wil niet hulpen. Wat kan ik doen? Alvast bedankt!    Met vriendelijke groet,    Samy Yildirim    Zuiddijk 94  1501 CP Zaandam  Mobiel 06-28401370  samy_yildirim@yahoo.com"
461649,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,mijn vriend en ex hebben een koopwoning nog op beider namen .mijn vriend heeft deze nu ook verlaten en de woning staat met beiden goedkeuring te koop maar dus leeg .nu moet natuurlijk totdat het verkocht is de hypotheek door betaald worden mijn vriend heeft dit altijd alleen gedaan maar nu hebben mijn vriend en ik een gezamelijke huurwoning dus vinden wij dat zijn ex ook de helft van de maandelijkse hypotheek moet betalen .hoe moeten wij dit wettelijk regelen.?graag zo goedkoop mogelijk
461659,Personen- en familierecht - (overig),Reactie via formulier op jurofoon.nl,"Mijn ex is met mijn kinderen ( 12, 11 en 8 jaar) op vakantie in Oostenrijk. Nu is zijn zwager gisteren overleden en hij wil nu in zijn eentje met het vleigtuig terugkomen en de kinderen bij zijn nieuwe vrouw achterlaten in Oostenrijk.  Het contact tussen zijn nieuwe vrouw en mij is erg slecht.  Mijn vraag is of het juridisch verantwoord is om zonder wettelijke gezagsdrager de kinderen in het buitenland te laten en zelf naar Nederland te komen (3 dagen)"
461670,Alimentatiezaken - Alimentatie,Reactie via formulier op jurofoon.nl,"hallo,  ik heb een vraag  maar eerst een korte uitleg van de situatie;  ik ben 40 heb 3 kinderen uit een huwelijk  ben gescheiden.  mijn ex vriendin is 28 heeft 1 kind uit een huwelijk en is ook gescheiden.  onze relatie is voorbij  al een paar weken  nu kreeg ik vandaag zondag 31 juli een telefoontje van ik moet je wat vertellen  ik ben zwanger.  wij zijn niet getrouwd.  ik wil absoluut geen kinderen meer  daar hebben we het ook serieus over gehad zei wilde het ook niet ik wil het nog steeds niet  maar zei weet het nu allemaal niet meer.  ze twijfeld.  maar nu de vraag wat nu ???  wat voor gevolgen heeft dit voor mij???  en zeker als ze het toch wil houden!!!  alstublieft help !!!   met vriendelijke groeten patrick"
461679,Personen- en familierecht - (overig),Reactie via formulier op jurofoon.nl,"Hallo,    Ik en mijn ex-partner zijn sinds 4 maanden uit elkaar. Mijn ex heeft onze dochter (2 jaar en 4 maanden oud) erkend maar heeft geen gezag. Hij vaart voor zijn werk dus is altijd 2 tot 6 weken aan 1 stuk weg en ook hetzelfde aantal weken thuis. We gaan als omgang doen dat ze als hij thuis is ze elke week 2 dagen bij hem is en uiteindelijk ook logeert. Nu begint hij over het verwateren van het contact met zijn ouders en de kleine aangezien ik daar niet meer heen ga. Hij denkt te kunnen af dwingen dat zijn ouders een vorm van omgangsrecht/ bezoekrecht krijgen. Waar ik erg op tegen ben aangezien zij geen band met hun heeft en het zijn keus is om te varen. Het lijkt mij dat dat niet kan gebeuren omdat hij zelf niet eens gezag heeft en dat het zoiezo niet in het belang van het kind is. Klopt dit? Hij kan als hij thuis is en zelf omgang heeft uiteraard altijd met de kleine naar zijn ouders toe.     Alvast bedankt voor de informatie.    Groeten,    Marjolijn Speel"
461688,Huurrecht - (overig),Reactie via formulier op jurofoon.nl,"Wij willen een huis huren via een makelaar, we hebben en ruim inkomen samen .Nu krijgen we te horen dat we geen woning kunnen huren via deze makelaar omdat mn partner in 2009 met een deurwaarder van doen heeft gehad. Door een TIA was hij even niet in staat zijn rekening op tijd te betalen. Mag een makelaar om een woning te verhuren je toetsen?"
461714,Arbeidsrecht - (overig),Reactie via formulier op jurofoon.nl,"Mijn naam is Arno Wilemsen, ben 55 jr, vader v 3kinderen gescheiden. Sinds 1996 ben ik in dienst bij Heeren v Heusden Wijnkoopers  (HvH)als comm. medew. Sinds 2002 (scheiding) ben ik meer en meer uren gaan maken. Weken van 60+ uren kwamen geregeld voor. In mrt 2010 ben ik in de ziektewet geraakt met  Burn out. Hiervoor allerlei trajecten doorlopen.Gedurende mijn afwezigheid had ik regelmatig contact met mijn baas. Als slot, op advies vd bedr. arts een re-int cursus bij Winnock in Breda.  aanvang 11/7/2011. Als onderdeel vd cursus moet je een werkhervattings plan schrijven en dat met de werkgever (drs J.Janssen dir - eig) bespreken. Ik heb hem ter voorbereiding vh gesprek en om hem op de hoogte te houden vd voortgang vd cursus op 18/7 bezocht op kantoor in Heusden. De afspraak werd gemaakt voor 26/7 13.30 u bij Winnock in Breda. Aanwezig bij de bespreking van het werkhervattingsplan: Mw A. Jakobs v Winnock (teamleider), drs J.Janssen (HvH) en ik. Toen ik mijn plan wilde presenteren vroeg Hr. J. wat de bedoeling was?? Hij stelde dat werkhervatting bij HvH absoluut niet aan de orde was!! Dit had hij zelfs in het contract met Winnock laten opnemen. Ik was totaal perplex. Mw Jakobs was met stomheid geslagen. Zij was v d clausule niet op de hoogte. Hr J. stelt dat het vlgs hem veel beter is als ik in de WIA/WAO kom.  Graag zou ik van U horen wat U denkt vd situatie en wat mijn posities is en wat te doen??"
461722,Insolventierecht - (overig),Reactie via formulier op jurofoon.nl,"Geachte heer/mevrouw    Ik ben op zoek naar een pro deo advocaat in Den Haag. Ik wil graag een partucliere Fallisiment aanvragen voor mij zelf ik wil mij zelf tot een curator wenden,omdat ik altijd problemen heb met mij administratie"
461748,Arbeidsrecht - (overig),Reactie via formulier op jurofoon.nl,Kan ik mijn goedgekeurde vakantiedagen terugnemen?
461756,Huurrecht - (overig),Reactie via formulier op jurofoon.nl,"ik heb samen met mijn buren en de buurtbemiddeling afspraken ge,maakt deze staan op papier ik heb me eraan gehouden maar de buren niet  is deze brief rechtsgeldig"
461763,Arbeidsrecht - Ontslag,Reactie via formulier op jurofoon.nl,Chantal 01-08: Client heeft een koeriersbedrijf. Hij heeft 1 werknemer in dienst. Deze werknemer is sinds start van bedrijf in dienst (nu 12 jaar). Wegens tegenvallende inkomsten is client genoodzaakt deze werknemer te ontslaan. Werkgever heeft het idee dat werknemer niet zal meewerken aan een vaststellingsovereenkomst. Op dit moment is volgens client geen ruimte voor een ontslagvergoeding.      Verhaal client: Ik heb een eigen bedrijf en door tegenvallende inkomsten moet ik tot mijn spijt een wernemer ontslaan hoe moet ik te werk gaan
461774,Huurrecht - Huurzaken particulieren,Reactie via formulier op jurofoon.nl,ik sta ingeschreven bij woonzicht. nu had ik een herrinering gekregen maar ik had al de jaarlijkse 5 euro overgemaakt.... nu blijkt dat ze 5euro opgeslagen zijn.... en ik had dus niet gereageerd op de herrinering. nu hebben ze me uitgeschreven. en ben ik ook al me opgebouwde woon maande kwijt!! je kunt ze ook niet bellen alleen een klacht via de post indiennen......
461775,Alimentatiezaken - Alimentatie,Reactie via formulier op jurofoon.nl,"Ik ben onlangs gescheiden en heb in emotionele toestand ingestemt om 175 euro per kind te laten betalen voor mijn 2 kinderen als alimentatie, dit om mijn ex niet te hoge kosten te geven. ik kan nu net rondkomen en , blijkt dat hij erop los feest. kan ik de alimentatie oplaten hogen en opnieuw laten berekenen door een advocaat? want de alimentatie is nooit officieel berekent en hij heeft een inkomen van 2300 euro netto"
461786,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Geachte Jurofoon,  Mijn naam is Willie Tenbult lidmaatschapsnummer is 45778,en heb een polis bij arag polisnummer 1509737/2.  Mij vraag aan u is?  Ik ben lid zins 13 juni 2008 bij KPN surfen en bellen.  En dit contract heb ik over laten zetten naar internet basis 25,- per maand zins -1-03-2010.  Tot zoo ver niets aan de hand.  Maar zins 25-6-11 ongeveer heeft KPN mij contract veranderd naar  surfen en bellen.  Waar ik het niet mee eens was, en heb ze terug gebeld.  Waar door ze alles weer in de ouden staat terug lieten zetten.  En heb op 14 juli 2011 een nieuw contract gekregen dat alles weer bij het ouden is.  Dat ik weer gewoon basis internet van 25,- per maand heb.  Maar tot mijn grootten verbazing heeft KPN mij een factuur gestuurd met alen onkosten van 82, 17 euro.   Van KPN basis periode 05 jul 2011 t/m 27 jul 2011 19,17  KPN basis periode 12 jul 2011 t/m 27 jul 2011 13,33  KPN basis periode 28 jul 2011 t/m 27 aug 2011 25,00  Internet plus bellen basis periode 20 jul 2011 t/m 27 jul 2011 8,00  Internet plus bellen basis periode 28 jul 2011 t/m 27 aug 2011 30,00  En activatiekosten 06 juli 2011 25,00  Totaal 82, 17 euro  Ik heb hier over gebeld met de admistratcie op 30 7-2011 onder mijn klanten nummer 60521338.  En ben er zes uur mee bezig geweest werd van het kasje naar de muur ge stuurt.  Naar zes uur bellen heb ik een heer Ronald bolkenens gesproken en die heeft mij een reverence nummer gegeven 6422376 met de mededeling dat ik terug zou worden gebeld.  Ik ben op maandag 1-8-2011 naar de winkel gegaan van KPN en heb het verhaal voor gelegd .  En er zou actie onder genomen worden en ik wacht nu af op het telefoontje van KPN.  Ik heb overal een bewijs van ook met wie ik heb gesproken in de winkel.  Bij dezen hoop ik dat mij verhaal duidelijk is.   ik belt u en hoop dat u mijn kunt helpen?  Vriendelijke groeten w.tenbult"
461796,Arbeidsrecht - Ontslag,Reactie via formulier op jurofoon.nl,een cliente heeft mondeling ontslag genomen terwijl ze psychotisch was. Werkgever heeft een bevestiging van ontslag gestuurd. Is dit rechtsgeldig?  Kunnen we ontslag ongewdaan maken?
461797,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"In januari jl. werd de ex-partner van mijn dochter via een kortgeding geverbaliseerd/gevonnist tot het betalen van € 13.500,= per 1 juli jl. Tot op heden is dat niet gebeurd en lijkt het er op dat dat ook niet zal gebeuren.   Welke juridische stappen zijn er mogelijk om de ex-partner van mijn dochter tot betaling te dwingen.  Tot twee maal toe heeft een gerechtsdeurwaarder een poging tot betaling ondernomen, echter zonder resultaat.    Met vriendelijke groet,  W. Kruger  Lidmaatschapnr. 225977"
461835,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"ik heb een vakantie geboekt op bungalow.net en meende uit de site te kunnen opmaken dat er internet in het huisje was. Dit was er niet, waardoor mijn dochter na een paar dagen vanuit Frankrijk met de trein naar huis is gemoeten omdat ze nog thuiswerk via computer moest doen.Ik wil minstens de treinreis vergoed krijgen van het reisburo, maar vind geen gehoor."
461848,Huurrecht - (overig),Reactie via formulier op jurofoon.nl,Mag een makelaar dubbel courtage rekenen voor het opmaken van een huurcontract.
461859,Huurrecht - (overig),Reactie via formulier op jurofoon.nl,"Chantal: Client(verhuurder) heeft in het verleden problemen gehad met een huurder die achteraf een wietplantage bleek te hebben in zijn woning. De gemeente stelt verhuurder hiervoor aansprakelijk, omdat gemeente vindt dat de verhuurder beter had moeten controleren. Client vraagt zich af hoe hij dit had moeten controleren, want client kan niet zomaar zonder toestemming de woning van huurder betreden (gezien huisvredebreuk).    Verhaal Client: Op welke wijze kun je huurder controleren op rechtmatig gebruik van het gehuurde (woning)"
461863,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Goedemorgen ,    Recent is erbeslag gelegd op een gedeelte van mijn Aow .  In de berekening voor de beslagvrije voet van de deurwaarder neemt hij het inkomemen van mijn partner volledig mee , terwijl dit een inkomen is als oproepkracht van een uitzendburo .Hier ben ik het niet mee eens .  Graag uw advies .  Vr. groet ,    Ron Hetterschij ."
461869,Alimentatiezaken - Alimentatie,Reactie via formulier op jurofoon.nl,"Drie jaar geleden ben ik gescheiden. In het convenant is bepaald dat de een tegenover de ander niet tot betaling van een bijdrage in het levensonderhoud zal zijn gebonden. Dit mede gezien het feit dat we allebei een brdrag van bijna 80.000 euro overhiedeln uit de verkoop van ons huis in Frankrijk en dat mijn ex. binnen een jaar veel geld (ik gok een ton) ging erven van zijn ouders. U begrijpt het al, ex. meent nu dat hij het convenant heeft getekent door de omstandigheden,emoties, oxazepametjes, zijn moeder was ziek etc. en wil nu alsnog alimentatie van mij gaan eisen. Is dit juridisch correct en komt in dat geval niet het hele convenant op losse schroeven te staan inclusief het feit dat hij de woning en inboedel heeft gekregen?"
461881,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,ik ben 6 jaar geleden gescheiden via een flits scheiding. Mijn ex en ik hebben samen een convenant opgesteld en hebben dat bij de notaris vast gelegd. In dat convenant staat onder andere dat wij koopsompolissen en een levensverzekering samen delen als die uit gaan keren. Nu zijn wij de eerste jaren na onze scheiding goed met elkaar omgegaan maar dat gaat nu heel stroef. In december dit jaar gaan de eerste koopsompolissen uitkeren. Nu was mijn vraag kan het gebeuren dat hij eronder uit kan om het afgesproken geld aan mij te betalen? De polissen staan op zijn naam. Er staat alleen in het convenant dat hij mij de helft moet betalen. Dit was mijn vraag. Vriendelijke groeten Colinda van der vis
461887,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Ons bedrijf heeft een huurovereenkomst gesloten voor 4 jaar met een toilethygiene bedrijf. Buiten mijn weten om is dit geregeld. Is er een mogelijkheid om hier onder uit te komen? Er is afgelopen vrijdag getekend. Maandag 1 augustus hebben ze de spullen al opgehangen. Het zou via mij geregeld worden, maar op een dag dat ik er niet was hebben ze een collega laten tekenen onder het mom dat ik er mee eens was. Wat zijn mijn rechten?"
461920,Strafrecht - (overig),Reactie via formulier op jurofoon.nl,"Ik ben de begeleidster van Fredy schilstra,die sinds 20 juni j.l. in het huis van bewaring zit in Zwolle,vanwege brandstichting.Deze vrouw is bekend bij GGZ,zit om deze reden op forensisch/psychiatri  sche afdeling aldaar.  Zou graag een andere pro deo advocaat hebben.Degen die ze nu heeft is niet gespecialiseerd in strafrecht,maar in huurrecht."
461930,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Goedemiddag,  Is een schriftelijke schulverklaring rechtsgeldig? Ik kon er niet een echte uitspraak over vinden op Internet.  Mvg Hans Strijker"
461932,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,We betalen via beslaglegging meerdere deurwaarders af per maand nu wil een andere deurwaarder verkoping houden terwijl we al onder t minimum zitten mag dat?
461967,Europees en internationaal recht - (overig),Reactie via formulier op jurofoon.nl,ik wil een rechtzaak in belgie gaan voeren tegenme ex man heb ik dan recht op een gratis advokaat
461969,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Wij hebben afgelopen juni 2011 een nieuwe tunneltent gekocht en zijn daar 2,5 week mee op vakantie geweest in Italië. Helaas relatief slecht weer gehad en vanaf het eerste moment bleek de tent ernstig te lekken. Dit is de hele vakantie zo gebleven, ondanks het toepassen van impregneerspray (om de tent waterdicht te maken), dat wij er toevallig bij hadden gekocht. Uiteindelijk hebben wij er tijdens de vakantie voor gekozen om er een zeil overheen te spannen (met de nodige lawaai-overlast vanwege het geklapper), om de boel binnen droog te houden en zo hebben wij er nog in kunnen kamperen. Nu vragen wij ons af: is het mogelijk om de verkoper aansprakelijk te stellen voor dit gebrek aan de tent? Het lijkt ons duidelijk dat dit niet de kwaliteit is die hij behoort te leveren. Garantie zit helaas niet op de tent. Een aankoopbewijs (bankafschrift) hebben wij wel. Hoe moeten wij hier mee omgaan??"
461971,Huurrecht - Huurzaken particulieren,Reactie via formulier op jurofoon.nl,"hallo,  heb een brief van woningstichting gekregen dat ik over twee weken uit huis moet gaan ( huurachterstand). heb telefonisch geprobeerd betalingsafsraak te regelen maar hun willen dat niet . ik probeer het nu via de deurwaarder of ze dan nog alsnog akkoord zullen gaan. maar ja is uiteindelijk de woningstichting die hierover zal beslissen.    Tevens wil ik  weten wanneer kan ik in verzet gaan? en ook in afwachting van besluit van rechter ik alsnog weg moet.     verder als ik weg gaat bijv naar vrienden of de gemeente juegdzorg zal instellen aangezien ik een kind heb.   al ben ik van plan hem gewoon naar school te laten gaan etc todat ik iets anders kan vinden."
461972,Vreemdelingenrecht - (overig),Reactie via formulier op jurofoon.nl,am looking for a lawyer to claim a compensation
461994,Consumentenrecht - (overig),Reactie via formulier op jurofoon.nl,"Geachte heer,mevrouw,    Ik heb afgelopen dinsdag een aangepaste last-minute reis naar Borneo geboekt bij Kuoni reisbureau. Er werd mij telefonisch meegedeeld dat er aan het eind van de week  duidelijkheid zou zijn over de beschikbaarheid van de reis. Ik heb afgelopen vrijdag teruggebeld en kreeg te horen dat er nog altijd geen uitsluitsel was. Ik heb vanmiddag gebeld en ze tot morgen (woensdag) middag de tijd gegeven om de beschikbaarheid te controleren en anders zou ik annuleren. Ik kreeg vanmiddag een telefoontje dat alles in orde was.  Toch zou ik deze reis willen annuleren omdat ik het niet vind kunnen dat men eerst met annulering moet dreigen alvorens uitsluitsel te krijgen over beschikbaarheid.     Ik heb niks ondertekend en ook geen internet formulier ingevuld (dus in principe niet zwart op wit akkoord met de algemene voorwaarden). Ik heb slechts mondeling en per email gevraagd om de de combinatie aan te vragen. Ik heb zowel mondeling als schriftelijk geen officiële offerte geaccepteerd. Ik heb ook niks betaald.    Mijn vraag is dan ook: is het juridisch technisch mogelijk om kosteloos onder deze boeking uit te komen?"
462001,Personen- en familierecht - (overig),Reactie via formulier op jurofoon.nl,wat kan ik doen tegen een ex die geld op eist?
462004,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Naar 2 Keuringen aan de woning, was er niet gebleken dat er houtrot in de kozijnen was. Tijdens het schuren is er echter wel houtrot. Wie moet ik nu aansprakelijk stellen"
462005,Arbeidsrecht - (overig),Reactie via formulier op jurofoon.nl,"Als ik nieuw werk aanvaard tijdens de opzegtermijn, vervalt dan het de plicht van de werkgever om mijn gedurende de opzegtermijn mijn loon te betalen?"
462009,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,goedendag wij hebben net een huis gekocht en nu blijkt de vloer verrot  die bestaat uit houten balken we hebben wel aangegeven aan de makelaar zelfs bij het tekenen dat wij het ook gingen onderzoeken staan wij in ons recht nu alvast bedankt marion kater
462010,Alimentatiezaken - Alimentatie,Reactie via formulier op jurofoon.nl,"Na een scheiding in 2008 woont mijn dochter sinds januari 2011 weer bij mij. Ik draag tot nu toe als enige bij in haar levensonderhoud, en spaar tevens voor te maken studiekosten. Mijn ex-vrouw weigert hieraan bij te dragen. Zij  woont nu bij haar nieuwe (vermogende) partner. Mijn dochter gaat binnenkort studeren. Mijn wens is om als ouders in gelijke mate bij te dragen. Mijn vrouw weigert dit, en noemt als reden mijn hogere inkomen. Op mijn verzoek om open kaart te spelen wat betreft onze netto besteedbare  maandelijkse bedragen  wil zij niet ingaan. Wat zijn de juridische mogelijkheden?"
462015,Huurrecht - Huurzaken particulieren,Reactie via formulier op jurofoon.nl,"Mijn dochter bewoont met drie andere mensen in Utrecht een stdentenflat. Nu is zij door een medebewoner mishandeld, waarvan aangifte is gedaan. De problemen bestonden al langer en zijn ook aangekaart bij de SSH. Deze neemt niet echt verantwoordelijkheid voor het onveilig voelen van de drie dames en heeft de heer in kwestie vervangende woonruimte aangeboden per 1 september. De dames voelen zich alleen niet veilig, verblijven niet meer op hun kamer en gaan alleen naar de flat om spullen te halen onder begeleiding. Is de woonverening aansprakelijk te stellen? en hoe?"
462021,Arbeidsrecht - Ontslag,Reactie via formulier op jurofoon.nl,"Op dit moment zit ik overspannen thuis. Eind dit jaar loopt mijn contract af en ik had al enige tijd geleden aangegeven dat ik geen blijvertje ben. Nu had mijn werkgever het voorstel gedaan het contract eerder te ontbinden, mits ik m e beter meld. Maar wel met de mededeling dat het geen verwijtbaar ontslag gaat worden. Kan dit zo maar?"
462043,Huurrecht - Huurzaken particulieren,Reactie via formulier op jurofoon.nl,"Goedemorgen,  Ik woon al enige tijd in een huur woning nu zijn daar 2 jaar geleden boven mij nieuwe mensen komen wonen. Deze buurman handelt in drugs ik heb dit aangegeven bij de politie en ook bij de verhuurder die samenwerkt met de buurt politie . Tot aan de dag van vandaag gaat het drugshandeltje gewoon door ? Wat zijn mijn rechten als huurder kan ik eisen geen huur meer te betalen of een andere woning?  Ik ben niet in de positie om een huis te kopen of in vrije sector te gaan wonen anders was ik allang weg.   MVg Ramana Vyent"
462064,Huurrecht - Huurzaken particulieren,Reactie via formulier op jurofoon.nl,"mijn huis werd ontruimd,maar er stond op papier dat mijn huis niet ontruimd mag worden,nu  krijg ik mijn huis terug op 1 voorwaarde dat ik geen schade ga claimen,wat zijn mijn rechten hierin?"
462090,Verbintenissenrecht (algemeen) - Incasso,Reactie via formulier op jurofoon.nl,"ik kreeg een aanmaning van een incassobureau. ik heb achterstallige kosten bij een sportschool. deze sportschool heette toendertijd fit-care later is dit overgegaan inSportrijk fit en gezond. een ander kvk nummer dus volgens mij een andere bedrijfsvoering. en daarbij hebben zij nooit contact met mij gezocht om mij erop te wijzen dat ik een betalingsachterstand heb. ik heb een rekening opgeheven, en er nooit bij stil gestaan dat ik hen zou overzetten. Ook maak ik al een tijd geen gebruik van hun sportschool. het is nu een welles nietes spelletje, zij zeggen dat zij meerdere malen contact met mij hebben opgenomen, ik zeg dat dit niet het geval is. Wat zijn mijn rechten?"
462101,Europees en internationaal recht - (overig),Reactie via formulier op jurofoon.nl,"mijn naam is johan van dijk ik ben vader van 4 kinderen,vorig jaar is mijn hongaarse vrouw overleden in hongarije en ik heb aldaar nog een eigen huis.volgens de notariéle akte aldaar is mijn huis getaxeerd op 33 mil ...maar door de krises mag ik blij zijn als ik er 30 voor krijg.volgens de hongaarse wet zou alles wat ik onder het getaxateerde bedrag mijn huis verkoop van mijn helft afgaan omdat de kinderbescherming die helft van mijn kinderen garandeerd...maar de notaris vertelde mij dat waneer ik met de kinderen weer terug in nl ben de nederlandse wet op ons van toepassing en dat dat dan beter is....mijn vraag is dus als ik mijn huis aldaar verkoop.ik dan gewoon de kosten van lening etc er af mag trekken en de netto winst hier gewoon verdelen 50/50 of niet?"
462123,Personen- en familierecht - (overig),Reactie via formulier op jurofoon.nl,"Bij beeindigen van relatie, met hypotheek op huis.  Is het raadzaam om het huis opnieuw te laten taxeren?"
462130,Arbeidsrecht - (overig),Reactie via formulier op jurofoon.nl,ikm heb een vaststellingsovereenkomst ontvangen van de werkgever .Moet ik dat ondertekenen?
462159,Auteursrecht - (overig),Reactie via formulier op JuroFoon,"Beste meneer, mevrouw,    Ik wil een trainingsbureau opzetten en ben bezig met het ontwikkelen van het materiaal. DIt materiaal zal bestaan uit een boek en een training/seminar.   Mijn vraag is als volgt: Kan ik het materiaal van derden zomaar gebruiken of zijn er regels waar ik me aan moet houden als ik informatie van derden wil gebruiken in mijn boek EN in mijn training?   Onder 'materiaal van derden' kunt u verstaan: boeken, teksten, audio, video, etc.    Bij voorbaat dank,    Met vriendelijke groeten,    Maurice"
462161,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Onlangs heb ik mijn gegevens opgevraagd bij het BKR.   Hierop stond een schuld met een A2-codering (achterstand) op.  Daar ik van mening was al jaren geen schuld te hebben bij desbetreffende kredietverlener heb ik kontakt met ze opgenomen. Ik werd door verwezen naar een incasso-bureau. De incasso-bureau gaf aan de vordering in mei 2004 te hebben overgenomen van de kredietverlener en dat zij mij vanaf toen diverse malen hebben gesommeerd om het bedrag te betalen.   Echter, ik heb geen brief van hun ontvangen en gezien het bedrag waar het destijds om ging (350,-) zou ik het heus betaald hebben indien ik het brief had ontvangen.   Nou ben ik eind 2005 ook nog verhuisd en aangezien ik niet op de hoogte was dat ik een schuld had, heb ik mijn adres niet gewijzigd bij de kredietverlener.   Het incasso-bureau geeft aan een onderzoek te hebben gedaan naar mijn nieuwe adres, maar ik was onvindbaar. Wat ik heel raar vind want ik stond al die tijd netjes ingeschreven bij de gemeente. Volgens het incasso-bureau vragen ze geen gegevens op bij de gemeente als ze een onderzoek doen naar een adres van iemand, wat ik du heel raar vind.  Omdat ik volgens hun onderzoek dus onvindbaar was, zijn ze in mei 2008 gestopt met pogingen tot invordering en rente.  Nou is mijn vraag het volgende:  Is de vordering niet verjaard, aangezien ze in mei 2008 gestopt zijn met pogingen tot invordering en rente"
462239,Verbintenissenrecht (algemeen) - Incasso,Reactie via formulier op jurofoon.nl,"Het volgende ""een aantal jaren geleden heb ik door omstandigheden een achterstand van betaling opgelopen aan mijn zorg verzekeraar, welke uit handel was gegeven aan incasso buro, daar heb ik destijds een betalings regeling mee getroffen.  Echter 2 jaar geleden heb ik wederom door omstandigheden een achterstand van betaling opgebouwd, echter heb ik destijds de openstaand bedragen met factuur nummers opgevraagd bij mijn zorg verzekeraar en allemaal middels juiste factuurnummers en bedragen allemaal over gemaakt.    Wat schetst mijn verbazing, mijn zorg verzekeraar zegt nu dat de laatste achter stand nog open staat en heeft dit weer uit handen gegeven aan incasso, ik heb bij incasso aangegeven middels bewijzen dat ik de facturen wel degelijk over heb gemaakt middels bewijzen van de bankafschriften, nu zegt mijn zorg verzekeraar ""ja sorry die bedragen hebben wij aangevuld me de eerder openstaande posten waar dus een betalings regeling voor is getroffen tussen mij en incasso""....     Mogen ze dit zomaar doen ( zorg verzekeraar )?   Die betalings regeling is toch tussen incasso en mij, en als ik toch wat overmaak onder vermelding van de juiste factuurnummers mogen zij dat toch niet zomaar invullen bij iets wat al uit handen is gegeven?"
